	subsys4	indices	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
5377	PTS system, lactose-specific IIC component (EC 2.7.1.69)	5377	10	8	9	55	11	23	80	93	33	1	2	143	3	0	10	20	11	58	95	1
5378	PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69)	5378	10	1	9	18	65	1	1	17	66	1	12	1	109	2	1	1	1	4	87	1
5379	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	5379	10	1	1	1	1	1	1	1	8	1	0	1	3	3	1	1	1	1	1	1
5380	PTS system, mannitol-specific cryptic IIA component (EC 2.7.1.69)	5380	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5381	PTS system, mannitol-specific cryptic IIC component (EC 2.7.1.69)	5381	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5382	PTS system, mannitol-specific IIA component (EC 2.7.1.69)	5382	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5383	PTS system, mannitol-specific IIB component (EC 2.7.1.69)	5383	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5384	PTS system, mannose-specific IIA component (EC 2.7.1.69)	5384	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5385	PTS system, mannose-specific IIB component (EC 2.7.1.69)	5385	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5386	PTS system, mannose-specific IIC component (EC 2.7.1.69)	5386	10	1	1	1	1	1	1	9	1	1	0	1	3	0	1	1	1	1	1	1
5387	PTS system, mannose-specific IID component (EC 2.7.1.69)	5387	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5388	PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component (EC 2.7.1.69)	5388	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5389	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	5389	10	1	1	1	1	6	1	1	8	1	0	1	3	0	369	471	1	6581	1	1
5390	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)	5390	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5391	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)	5391	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5392	PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69)	5392	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5393	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	5393	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5394	PTS system, N-acetylmuramic acid-specific IIC component (EC 2.7.1.69)	5394	10	1	1	1	1	29	1	1	1	1	0	1	3	0	1	1	1	4	1	5
5395	PTS system, sorbose-specific IIA component (EC 2.7.1.69)	5395	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5396	PTS system, sorbose-specific IIB component (EC 2.7.1.69)	5396	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5397	PTS system, sorbose-specific IIC component (EC 2.7.1.69)	5397	10	1	1	1	1	17	1	1	1	1	107	1	3	39	1	1	1	1	1	1
5398	PTS system, sorbose-specific IID component (EC 2.7.1.69)	5398	10	1	1	1	1	12	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5399	PTS system, sucrose-specific IIC component (EC 2.7.1.69)	5399	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5400	PTS system, tagatose-specific IIA-TPr component (EC 2.7.1.69)	5400	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5401	PTS system, tagatose-specific IIBC component (EC 2.7.1.69)	5401	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5402	PTS system, trehalose-specific IIA component (EC 2.7.1.69)	5402	10	1	1	1	1	1	1	1	1	1	0	1	3	0	20	1	1	282	1	1
5403	PTS system, trehalose-specific IIC component (EC 2.7.1.69)	5403	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5404	Pullulanase (EC 3.2.1.41)	5404	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5405	Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'	5405	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5406	Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'	5406	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5407	Purine cyclase-related protein	5407	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5408	Purine nucleoside phosphorylase (EC 2.4.2.1)	5408	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5409	Purine nucleotide synthesis repressor	5409	10	1	1	18	1	1	87	1	1	1	0	21	3	0	1	1	1	7	1	1
5410	Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	5410	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5411	PurR: transcription regulator associated with purine metabolism	5411	10	1	1	1	1	6	1	1	1	45	0	21	364	0	51	1	1	18	1	1
5412	Putative 2-keto-3-deoxygluconate kinase (EC 2.7.1.45)	5412	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5413	Putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	5413	10	92	44	28	11	23	1	42	17	91	75	11	73	7	51	8	11	51	9	1
5414	Putative 2Fe-2S ferredoxin CbiW involved in B12 biosynthesis	5414	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5415	Putative 3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase oxidoreductase protein (EC 1.1.1.50)	5415	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5416	Putative 3-hydroxyacyl-coa dehydrogenase	5416	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5417	putative 3-hydroxyphenylpropionic acid porine	5417	10	1	44	1	1	1	1	1	1	1	0	1	3	0	1	1	145	1	1	1
5418	Putative 3-oxoacyl-[acyl-carrier-protein] synthase III in AHQ biosynthetic operon, related to PqsB	5418	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5419	putative 4-hydroxybenzoyl-CoA thioesterase	5419	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5420	Putative 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase oxidoreductase protein (EC 1.2.1.60)	5420	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5421	Putative ABC transporter (ATP-binding protein), spy1791 homolog	5421	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5422	Putative ABC transporter ATP-binding protein, spy1790 homolog	5422	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5423	Putative ABC transporter of substrate X, ATP-binding subunit	5423	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5424	Putative ABC transporter of substrate X, permease subunit I	5424	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5425	Putative ABC transporter of substrate X, permease subunit II	5425	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5426	Putative ABC-type amino-acid transporter permease protein	5426	10	1	1	9	1	12	1	1	1	20	0	1	3	0	1	8	1	1	1	1
5427	Putative achromobactin biosynthesis protein, related to 2-demethylmenaquinone methyltransferase	5427	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5428	Putative activity regulator of membrane protease YbbK	5428	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5429	Putative Acyl-CoA thiolase	5429	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5430	putative Adenosine kinase (EC 2.7.1.20)	5430	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5431	Putative aldolase YdjI	5431	10	1	18	1	1	1	1	1	8	1	127	1	3	689	1	1	1	249	174	5
5432	putative alkaline phosphatase-like protein	5432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0
5433	Putative alkylsulfatase (EC 1.14.11.17)	5433	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5434	Putative alpha-glucosidase	5434	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5435	Putative amidotransferase (Type 1 glutamine amidotransferase - GATase1)	5435	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5436	Putative amino-acid transport protein	5436	10	75	7	1	2	0	1	40	0	164	0	0	1	37	0	1	1	0	1	0
5437	Putative analog of CcoH, COG3198	5437	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5438	Putative antibiotic transport-associated protein	5438	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5439	Putative arylsulfatase regulatory protein	5439	10	0	0	0	0	8	0	0	0	0	1	0	0	2	0	0	0	2	2	0
5440	putative ATP-dependent DNA helicase YjcD	5440	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5441	Putative bacterial haemoglobin	5441	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5442	Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)	5442	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5443	Putative capsular polysaccharide transport protein YegH	5443	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5444	Putative carbohydrate kinase in cluster with fructose-bisphosphate aldolase	5444	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	9	1
5445	Putative carbohydrate PTS system, IIA component (EC 2.7.1.69)	5445	10	1	1	9	1	1	1	1	1	1	0	1	3	190	1	1	1	1	78	1
5446	Putative carbohydrate PTS system, IIB component (EC 2.7.1.69)	5446	10	1	1	1	6	1	1	1	1	1	0	1	3	82	1	1	1	148	9	1
5447	Putative carbohydrate PTS system, IIC component (EC 2.7.1.69)	5447	10	1	1	1	1	1	1	1	8	1	0	1	3	84	1	1	1	4	1	1
5448	putative carboxysome peptide A	5448	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5449	putative carboxysome peptide B	5449	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5450	Putative CDP-glycerol:glycerophosphate glycerophosphotransferase (EC 2.7.8.-)	5450	10	11	64	3	0	2	0	7	0	9	1	0	0	1	32	1	3	21	3	2
5451	Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase	5451	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5452	Putative chaperon-like protein Ycf39 for quinone binding in Photosystem II	5452	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5453	Putative coenzyme F420-dependent oxidoreductase MJ1349	5453	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5454	Putative conjugative transposon mobilization protein BF0132	5454	10	31	1	1	1	1	1	1	1	1	2	1	3	0	223	1	1	1	1	1
5455	Putative coproporphyrinogen III oxidase of BS HemN-type, oxygen-independent (EC 1.3.99.22), in heat shock gene cluster	5455	10	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0
5456	putative CRISPR associated hypothetical protein	5456	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5457	Putative curli production protein CsgC	5457	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5458	Putative cyclic di-GMP phosphodiesterase, EAL domain protein	5458	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5459	putative Cytochrome bd2, subunit I	5459	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5460	putative Cytochrome bd2, subunit II	5460	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5461	Putative cytochrome C-type biogenesis protein	5461	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5462	putative cytochrome P450 hydroxylase	5462	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5463	Putative cytochrome P450 IgrA	5463	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5464	Putative cytoplasmic protein ,probably associated with Glutathione-regulated potassium-efflux	5464	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5465	Putative cytoplasmic protein clustered with trehalase	5465	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5466	Putative cytoplasmic protein USSDB7A	5466	10	1	1	1	1	121	1	1	1	1	0	1	3	0	5	1	1	7	1	5
5467	Putative deacetylase YgeY	5467	10	1	1	1	1	1	7	1	1	1	0	1	3	0	5	1	1	1	1	1
5468	Putative deoxyribonuclease similar to YcfH, type 2	5468	10	0	0	3	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
5469	Putative deoxyribonuclease similar to YcfH, type 3	5469	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5470	Putative deoxyribonuclease similar to YcfH, type 4	5470	10	1	1	1	1	12	1	9	1	26	0	1	3	0	1	1	1	1	1	1
5471	Putative deoxyribonuclease similar to YcfH, type 5	5471	10	1	1	1	1	1	1	1	1	1	0	1	3	0	380	207	1	1558	1	1
5472	Putative deoxyribonuclease YcfH	5472	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5473	Putative deoxyribonuclease YjjV	5473	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5474	Putative deoxyribose-specific ABC transporter, ATP-binding protein	5474	10	6	2	100	41	1	3	4	60	3	0	7	25	0	1	1	9	26	7	0
5475	Putative deoxyribose-specific ABC transporter, permease protein	5475	10	1	1	1	1	1	7	1	1	7	0	31	3	0	1	1	1	1	1	1
5476	Putative Desferrioxamine E transporter	5476	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5477	Putative DHNTP pyrophosphatase	5477	10	1	1	1	1	29	1	1	1	1	265	1	3	17	1	1	52	1	1	1
5478	Putative diaminopropionate ammonia-lyase (EC 4.3.1.15)	5478	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5479	Putative diheme cytochrome c-553	5479	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5480	Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	5480	10	0	2	0	1	5	3	0	0	0	1	11	0	0	0	0	0	0	1	0
5481	Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	5481	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5482	Putative dioxygenase, alpha subunit (EC 1.-.-.-)	5482	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5483	Putative dipeptidase, pyoverdin biosynthesis PvdM	5483	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5484	Putative DNA helicase, superantigen-encoding pathogenicity islands SaPI	5484	10	8	1080	1	1	1	1	110	1	1	0	1	3	0	1	45	1	1	113	1
5485	putative DNA N-6-adenine methyltransferase	5485	10	8	1	1	1	1	1	1	8	1	91	1	3	0	1	1	1	296	1	1
5486	Putative DNA-binding protein in cluster with Type I restriction-modification system	5486	10	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	2	0	0
5487	Putative DNA-binding protein Roi of bacteriophage BP-933W	5487	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5488	Putative efflux (PET) family inner membrane protein YccS	5488	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5489	putative endopeptidase	5489	10	1	1	1	1	1	7	1	1	1	0	1	3	0	1	1	1	1	1	1
5490	Putative EsaC protein analog (Listeria type 1)	5490	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5491	Putative EsaC protein analog (Listeria type 3)	5491	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	4	1	1
5492	Putative ESAT-secreted protein, BA2187 homolog	5492	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5493	putative esterase	5493	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5494	Putative esterase, FIGfam005057	5494	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5495	Putative ESX-1 secretion system component Rv3869	5495	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5496	Putative ESX-1 secretion system component Rv3877	5496	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5497	Putative ESX-1 secretion system gating protein PPE68	5497	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5498	Putative exported protein clustered with Gamma-glutamyltranspeptidase	5498	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5499	putative facilitator of salicylate uptake	5499	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5500	Putative fibronectin domain-containing lipoprotein	5500	10	1	1	3010	1	1	1	93	1228	1	0	1	3	0	1	1	1	849	1	1
5501	Putative formate dehydrogenase iron-sulfur subunit (EC 1.2.1.2)	5501	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5502	Putative formate dehydrogenase oxidoreductase protein	5502	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5503	Putative formate dehydrogenase-specific chaperone	5503	10	8	1	9	1	1	1	1	17	13	0	1	3	0	1	1	1	1	1	1
5504	Putative formate dehydrogenase, cytochrome B subunit (EC 1.2.1.2)	5504	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5505	Putative fumarylacetoacetate (FAA) hydrolase	5505	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5506	Putative glucanase glgE (EC 3.2.1.-)	5506	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5507	Putative glutamine synthetase, Rickettsiales type (EC 6.3.1.2)	5507	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5508	Putative glutathione transporter, ATP-binding component	5508	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5509	Putative glutathione transporter, permease component	5509	10	1	1	1	1	1	13	1	1	1	635	1	3	201	1	1	1	51	1	1151
5510	Putative glutathione transporter,solute-binding component	5510	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5511	putative Glutathione-regulated potassium-efflux system protein KefB	5511	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5512	Putative gluthatione transporter,solute-binding component	5512	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5513	Putative glycogen debranching enzyme, archaeal type, TIGR01561	5513	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5514	Putative glycosyl hydrolase of unknown function (DUF1680)	5514	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5515	Putative glycosyl/glycerophosphate transferase in teichoic acid biosynthesis	5515	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5516	Putative glycosyltransferase	5516	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5517	putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide	5517	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5518	putative glycosyltransferase protein	5518	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5519	Putative glycosyltransferase protein	5519	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5520	Putative GntR-family regulatory protein and aminotransferase near polyamine transporter	5520	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5521	Putative GTP-binding protien TM0445	5521	10	1	2	2	1	0	2	0	1	2	0	2	21	0	0	0	2	0	2	10
5522	Putative heat shock protein YegD	5522	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5523	Putative heme iron utilization protein	5523	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5524	Putative Heme-regulated two-component response regulator	5524	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5525	putative hemin permease	5525	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5526	Putative high-affinity iron permease	5526	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5527	Putative histidine ammonia-lyase protein	5527	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5528	Putative Holliday junction resolvase (EC 3.1.-.-)	5528	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5529	Putative HTH-type transcriptional regulator YdjF	5529	10	8	1	1	1	6	1	1	1	1	344	1	3	220	1	1	1	54	43	1
5530	Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	5530	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	18	1
5531	Putative hydroxycinnamate transporter	5531	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5532	Putative inner membrane protein YjeT (clustered with HflC)	5532	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5533	Putative insecticidal toxin complex	5533	10	1	1	1	1	6	1	1	1	1	0	1	3	0	1	1	1	7	1	1
5534	Putative iron-containing NADPH-dependent propanol dehydrogenase	5534	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5535	Putative iron-regulated membrane protein FtpC in pyochelin gene cluster	5535	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5536	Putative iron-regulated membrane protein, PA2403 homolog	5536	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5537	Putative lipase in cluster with Phosphatidate cytidylyltransferase	5537	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5538	Putative lipoprotein required for motility	5538	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5539	Putative lipoprotein, similar to CjrA of Escherichia coli O164	5539	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5540	Putative major teichoic acid biosynthesis protein C	5540	10	0	1	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0
5541	Putative malate dehydrogenase (EC 1.1.1.37), similar to archaeal MJ1425	5541	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5542	Putative membrane protein found fused to lysyl-tRNA synthetase like protein	5542	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5543	Putative membrane protein precursor SPs0273	5543	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5544	Putative membrane protein YeiH	5544	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5545	Putative membrane protein YfcA	5545	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5546	Putative membrane protein, clustering with ActP	5546	10	1	1	1	1	1	1	1	1	1	8	1	3	10	1	1	1	4	1	1
5547	Putative membrane protein, clustering with ActP PaaL	5547	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5548	Putative membrane transporter ATPase,YhiD	5548	10	8	9	1	1	52	1	1	1	1	83	1	3	148	1	1	1	25	26	1
5549	Putative membrane-bound ClpP-class protease associated with aq_911	5549	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5550	Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	5550	10	1	1	1	1	46	1	1	1	1	22	1	3	20	1	1	1	7	1	9
5551	Putative metallopeptidase (Zinc) SprT family	5551	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5552	Putative methyl oligogalcturonate esterase	5552	10	1	4	4	0	3	5	3	0	0	1	6	7	0	20	1	0	7	0	2
5553	Putative mobilization protein BF0133	5553	10	0	0	0	0	0	0	1	1	0	0	2	3	1	0	0	0	11	0	0
5554	Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase	5554	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5555	Putative N-carbamyl-L-cysteine amidohydrolase	5555	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5556	Putative n-hydroxybenzoate hydroxylase	5556	10	1	1	1	1	1	1	1	1	13	0	1	3	0	1	1	1	1	1	1
5557	Putative NADP-dependent oxidoreductase PA1648	5557	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5558	Putative nucleoside transporter YegT	5558	10	8	1	1	1	57	1	1	1	1	77	1	3	75	1	1	1	54	26	1
5559	Putative Nudix hydrolase YfcD (EC 3.6.-.-)	5559	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5560	Putative OMR family iron-siderophore receptor precursor	5560	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5561	Putative outer membrane lipoprotein YmcA	5561	10	1	1	1336	1	1	1	1	1	1	0	1	3	0	35	1	1	1	1	1
5562	Putative outer membrane TonB-dependent receptor associated with haemagglutinin family outer membrane protein	5562	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5563	Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster	5563	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5564	Putative oxidoreductase in putrescine utilization cluster	5564	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5565	Putative oxidoreductase SMc00968	5565	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5566	Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding	5566	10	15	35	1	1	1	1	1	1	1	18	1	3	416	1	1	1	11	95	1
5567	Putative oxidoreductase YdjL	5567	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
5568	Putative oxidoreductase YeaE, aldo/keto reductase family	5568	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5569	Putative oxidoreductase YncB	5569	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
5570	Putative parvulin type peptidyl-prolyl isomerase, similarity with PrsA foldase	5570	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
