	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1
Putative membrane protein, clustering with ActP PaaL	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative membrane transporter ATPase,YhiD	10	8	9	1	1	52	1	1	1	1	83	1	3	148	1	1	1	25	26	1
Putative membrane-bound ClpP-class protease associated with aq_911	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family	10	1	1	1	1	46	1	1	1	1	22	1	3	20	1	1	1	7	1	9
Putative metallopeptidase (Zinc) SprT family	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative methyl oligogalcturonate esterase	10	1	4	4	0	3	5	3	0	0	1	6	7	0	20	1	0	7	0	2
Putative mobilization protein BF0133	10	0	0	0	0	0	0	1	1	0	0	2	3	1	0	0	0	11	0	0
Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative N-carbamyl-L-cysteine amidohydrolase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative n-hydroxybenzoate hydroxylase	10	1	1	1	1	1	1	1	1	13	0	1	3	0	1	1	1	1	1	1
Putative NADP-dependent oxidoreductase PA1648	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative nucleoside transporter YegT	10	8	1	1	1	57	1	1	1	1	77	1	3	75	1	1	1	54	26	1
Putative Nudix hydrolase YfcD (EC 3.6.-.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative OMR family iron-siderophore receptor precursor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative outer membrane lipoprotein YmcA	10	1	1	1336	1	1	1	1	1	1	0	1	3	0	35	1	1	1	1	1
Putative outer membrane TonB-dependent receptor associated with haemagglutinin family outer membrane protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative oxidoreductase in putrescine utilization cluster	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative oxidoreductase SMc00968	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding	10	15	35	1	1	1	1	1	1	1	18	1	3	416	1	1	1	11	95	1
Putative oxidoreductase YdjL	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Putative oxidoreductase YeaE, aldo/keto reductase family	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative oxidoreductase YncB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative parvulin type peptidyl-prolyl isomerase, similarity with PrsA foldase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative patatin-like phospholipase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative pentose isomerase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative peptidoglycan bound protein (LPXTG motif) Lin2281 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative peptidoglycan bound protein (LPXTG motif) Lmo0627 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative peptidoglycan bound protein (LPXTG motif) Lmo0842 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative peptidoglycan bound protein (LPXTG motif) Lmo2178 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative peptidoglycan bound protein (LPXTG motif) Lmo2179 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	43	1	1
Putative peptidoglycan hydrolase YvbX, NOT involved in spore germination	10	10	0	0	0	0	3	1	0	7	0	0	0	0	0	0	0	18	0	0
Putative permease often clustered with de novo purine synthesis	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative permease PerM (= YfgO)	10	6	0	8	1	1	0	1	0	0	0	1	0	0	3	0	0	0	0	0
Putative pertussis-like toxin subunit PtlB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative pheromone cAM373 precursor lipoprotein CamS	10	8	1	18	49	29	13	17	49	91	20	1	200	0	1	1	1	1	18	1
Putative pheromone precursor lipoprotein	10	3	0	0	1	2	1	0	0	2	0	1	2	0	0	0	0	1	0	1
Putative phosphatase YfbT	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative phosphatase YieH	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative phosphatase YqaB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative phosphoesterase, GBAA2539 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative phosphoglycolate phosphatase (EC 3.1.3.18 )	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative photosynthetic complex assembly protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative polyribitolphosphotransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative polysaccharide export protein YccZ precursor	10	1	1	1	1	6	1	1	1	1	0	1	3	0	1	8	1	14	1	1
Putative PpiC-type peptidyl-prolyl cis-trans isomerase precursor associated with VreARI signaling system	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative predicted metal-dependent hydrolase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative prenyltransferase, contains 1,4-dihydroxy-2-naphthoate octaprenyltransferase domain	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative preQ0 transporter	10	2	1	8	0	1	0	0	1	4	0	5	1	2	6	1	0	0	3	0
Putative primase, superantigen-encoding pathogenicity islands SaPI	10	1	2	0	2	1	2	1	11	6	3	2	18	1	1	0	2	3	6	0
Putative purine permease YgfO	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative reductase (alkanesulfonate metabolism)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative regulator of the mannose operon, ManO	10	1	1	1	1	1	1	1	1	13	0	1	3	0	1	4	1	1	1	1
Putative regulatory protein associated with the ectoine operon	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative ring-hydroxylating dioxygenase small subunit	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative RNA polymerase sigma factor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative secretion accessory protein EsaA/YueB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	7	1	1
Putative secretion accessory protein EsaB/YukD	10	1	1	1	1	1	27	1	1	39	4	21	91	0	25	1	11	54	1	5
Putative secretion system component EssB/YukC	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative sensor-like histidine kinase YfhK	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative sensory histidine kinase YfhA	10	1	1	1	1	6	1	9	1	1	0	1	3	0	1	1	1	1	1	1
Putative siderophore biosynthesis protein, related to 2-demethylmenaquinone methyltransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative SigmaB asociated two-component system sensor protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative signal peptidase I (EC 3.4.21.89)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative silver efflux pump	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative spore germination protein, GerB family	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative stomatin/prohibitin-family membrane protease subunit aq_911	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative stomatin/prohibitin-family membrane protease subunit YbbK	10	8	209	174	758	1	1	85	835	13	382	21	3	17	1	1	1	25	625	9
putative succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative succinate dehydrogenase cytochrome b subunit	10	1	1	37	1	1	13	17	1	1	0	1	3	0	20	1	1	1	1	1
Putative sucrose phosphorylase (EC 2.4.1.7)	10	1	1	1	1	6	1	1	1	1	2	1	3	12	1	1	1	1	1	1
Putative sugar ABC transport system, ATP-binding protein YtfR (EC 3.6.3.17)	10	8	1	1	6	1	1	1	1	7	0	1	3	0	1	1	1	1	1	1
Putative sugar ABC transport system, periplasmic binding protein YtfQ precursor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative sugar ABC transport system, permease protein YjfF	10	31	1	1	27	1	1	26	17	39	18	51	3	0	1	1	1	1	1	1
Putative sugar ABC transport system, permease protein YtfT	10	1	1	1	1	1	1	1	1	1	0	1	3	12	1	1	1	1	1	1
Putative sugar isomerase	10	14	1	2	2	1	0	1	5	4	2	0	4	0	0	1	4	0	1	0
Putative sugar isomerase involved in processing of exogenous sialic acid	10	1	1	9	1	6	1	1	8	32	20	1	3	7	1	1	11	137	52	130
Putative sugar nucleotidyltransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative sugar transporter	10	8	9	9	1	23	1	1	1	1	148	1	3	42	1	1	1	4	26	1
Putative sulfate permease	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative tail or base plate protein gp17 [Bacteriophage A118]	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative tail or base plate protein gp18 [Bacteriophage A118]	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative tail or base plate protein gp19 [Bacteriophage A118]	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative TEGT family carrier/transport protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative teichuronic acid biosynthesis glycosyl transferase TuaC	10	1	1	1	1	1	1	1	17	1	0	1	3	0	101	1	1	11	1	1
Putative terminase, superantigen-encoding pathogenicity islands SaPI	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative thiamine pyrophosphate-requiring enzyme, PA2404 homolog	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative TolA protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative TolA protein involved in Tol transport system in Chlamydia	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative Ton-B dependent hemine receptor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative tonB protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative TonB-dependent heme receptor HasR	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative toxin component near putative ESAT-related proteins, repetitive	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative transcriptional regulator of sorbose uptake and utilization genes	10	1	1	1	1	1	1	1	17	1	0	1	3	5	1	1	1	1	1	1
Putative transcriptional regulator of unknown carbohydrate utilization cluster, GntR family	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative transcriptional regulator, inferred for PFA pathway	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative transition state regulator Abh	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative transport protein YdjK, MFS superfamily	10	1	1	1	11	126	1	1	1	1	79	1	3	55	5	1	1	14	9	1
Putative tricarboxylic transport TctC	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative two component system histidine kinase YedV	10	1	1	1	1	29	1	1	1	1	170	1	3	25	1	1	1	29	18	5
Putative two-component response regulator	10	1	0	0	3	1	1	0	0	5	0	2	0	0	0	0	0	0	1	0
Putative two-component response regulator and GGDEF family protein YeaJ	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative two-component sensor histidine kinase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative two-component system response regulator YedW	10	1	1	1	1	1	1	1	1	1	10	1	3	0	1	1	1	1	1	1
Putative two-domain glycosyltransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative type III secretion protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative type III secretion protein SycN	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
putative type III secretion protein YscX	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative uncharacterized protein in cluster with two glycosyl transferases	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative uncharacterized protein TTHA1760	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative uncharacterized protein YmcB	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative unsaturated glucuronyl hydrolase	10	33	2	156	0	18	23	3	7	60	1	12	0	0	0	1	0	0	0	0
putative uricase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative xanthosine permease	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative xylulose kinase (EC 2.7.1.17)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative Zn-dependent hydrolase in polyisoprenoid biosynthetic cluster	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative Zn-dependent oxidoreductase BA2113	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putative Zn-dependent oxidoreductase PA5234	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PutR, transcriptional activator of PutA and PutP	10	2	0	0	0	6	8	0	2	9	0	0	0	0	0	0	0	0	0	0
Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	10	15	1	9	6	1115	1	1	8	1	0	1	3	0	1	171	1	18	1	9
Putrescine aminotransferase (EC 2.6.1.82)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine carbamoyltransferase (EC 2.1.3.6)	10	1	1	18	1	1	1	1	1	1	0	1	55	0	1	1	1	1	1	1
Putrescine importer	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	10	1	1	1	1	1	1	1	1	1	24	1	3	154	1	1	1	7	1	1
Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	10	1	1	1	1	12	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine utilization regulator	10	1	1	82	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Putrescine/proton symporter, putrescine/ornithine antiporter PotE	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvcA protein, related to known isonitrile synthases	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvcB protein, related to amino acid oxidizing enzymes	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvcC protein, related to two-component flavin adenine dinucleotide-dependent monooxygenases	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvcD protein, related to two-component flavin adenine dinucleotide-dependent monooxygenases	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvdE, pyoverdine ABC export system, fused ATPase and permease components	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
PvdO, pyoverdine responsive serine/threonine kinase (predicted by OlgaV)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyochelin biosynthetic protein PchC, predicted thioesterase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyochelin biosynthetic protein PchG, oxidoreductase (NAD-binding)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdin biosynthesis protein PvdH, L-2,4-diaminobutyrate:2-oxoglutarate aminotransferase (EC 2.6.1.76)	10	1	1	1	1	1	13	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdin biosynthesis protein PvdN, putative aminotransferase, class V	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine biosynthesis related protein PvdP	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine chromophore precursor synthetase PvdL	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine efflux carrier and ATP binding protein	10	1	1	1	1	1	1	1	1	1	0	51	3	0	1	1	1	1	1	1
Pyoverdine sidechain non-ribosomal peptide synthetase PvdD	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine sidechain non-ribosomal peptide synthetase PvdI	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine sidechain non-ribosomal peptide synthetase PvdJ	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyoverdine synthetase PvdF, N5-hydroxyornithine formyltransferase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
pyoverdine-specific efflux macA-like protein	10	3	4	65	20	0	0	2	36	1	0	2	85	0	0	0	0	16	2	0
Pyridine nucleotide-disulphide oxidoreductase associated with reductive pyrimidine catabolism	10	31	96	66	26	9	308	9	87	70	25	49	525	11	1	5	54	2	71	139
Pyridoxal kinase (EC 2.7.1.35)	10	1	3	0	5	5	0	1	2	2	1	4	12	0	0	1	0	0	15	5
Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	11	1	1
Pyridoxamine 5'-phosphate oxidase-related putative heme iron utilization protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyridoxine 4-oxidase (EC 1.1.3.12)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)	10	1	1	9	16	1	1	34	1	1	0	1	3	0	1	1	1	1	1	9
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine ABC transporter, ATP-binding protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine ABC transporter, substrate-binding component	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine ABC transporter, transmembrane component 1	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine ABC transporter, transmembrane component 2	10	1	0	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Pyrimidine deaminase archaeal predicted (EC 3.5.4.26)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine deaminase eukaryotic (EC 3.5.4.26)	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase YfoO	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	10	53	1	9	1	1	1	1	1	142	0	21	55	0	66	1	1	1	1	1
Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, alpha subunit (EC 2.7.1.90)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)	10	4	0	2	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0
Pyrophosphate-energized proton pump (EC 3.6.1.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	11	1	1
Pyrophosphate-specific outer membrane porin OprO	10	1	1	1	1	1	1	535	1	1	0	1	3	0	1	1	1	1	1	1
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	10	1	253	1	1	1	1	110	1	1	0	1	3	3	1	1	1	1	1	395
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
pyrrolysine-containing	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate carboxyl transferase (EC 6.4.1.1)	10	1	1	0	0	1	0	0	1	4	0	1	0	0	1	2	0	0	4	0
Pyruvate carboxyl transferase subunit A (EC 6.4.1.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate carboxyl transferase subunit B (EC 6.4.1.1)	10	1	1	1	1	373	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate decarboxylase (EC 4.1.1.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate formate-lyase (EC 2.3.1.54)	10	0	0	0	1	0	1	0	1	4	1	1	4	0	0	0	0	0	0	0
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate kinase (EC 2.7.1.40)	10	4	20	3	0	1	1	1	1	9	0	3	7	1	6	1	1	14	1	1
Pyruvate oxidase (EC 1.2.3.3)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	15	1	1	307	1	1
Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Pyruvate phosphate dikinase	10	0	1	0	2	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0
Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	10	1	0	1	0	0	1	1	1	1	0	1	3	0	0	0	0	1	0	0
Pyruvate,phosphate dikinase (EC 2.7.9.1)	10	1	0	1	0	1	1	1	1	0	0	1	3	0	0	0	0	0	0	0
Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1)	10	8	0	0	0	1	0	5	0	0	1	2	0	0	2	1	0	0	1	0
Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	10	1	1	1	11	57	7	1	25	7	4	1	3	59	1	4	93	253	9	668
Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)	10	5	2	8	2	1	45	0	10	8	3	4	101	2	0	1	5	0	15	15
Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1)	10	1	1	1	1	12	1	1	1	1	0	1	3	25	1	1	21	145	1	376
QscR quorum-sensing control repressor	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Quercetin 3-O-methyltransferase 1 (EC 2.1.1.76)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Queuosine Biosynthesis QueC ATPase	10	0	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0
Queuosine biosynthesis QueD, PTPS-I	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Queuosine Biosynthesis QueE Radical SAM	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Quinate/shikimate 5-dehydrogenase I delta (EC 1.1.1.25)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone] (EC 1.1.99.25)	10	23	1	1	1	620	1	1	1	1	0	1	3	0	10	110	1	1	1	14
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	10	10	0	6	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0
Quinolinate synthetase (EC 2.5.1.72)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	228	1	1
Quinone oxidoreductase (EC 1.6.5.5)	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
quinoprotein alcohol dehydrogenase	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Quorum-sensing regulator of virulence HapR	10	1	1	9	1	224	1	76	41	1	0	41	3	0	1	1	1	1	1	1
Quorum-sensing transcriptional activator YpeR	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Quorum-sensing transcriptional activator YspR	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Radical SAM domain heme biosynthesis protein	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	10	8	1	46	1	1	1	1	17	1	0	1	3	133	1	1	1	1077	148	1
Radical SAM family protein HutW, similar to coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake	10	1	26	1	1	1	1	1	1	1	580	1	3	357	1	1	1	170	78	1
Raffinose operon transcriptional regulatory protein RafR	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Raffinose permease	10	1	1	1	1	1	1	1	1	1	0	1	3	0	1	1	1	1	1	1
Rare lipoprotein A precursor	10	46	1	1	1	1	1	1	1	20	0	1	3	0	1	1	1	1	1	1
